,,,,,,,,,
,b1e7267d-2884-4416-b3d6-6a669fc4e423,,,,,,,,
,_id,Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real
,8843,2020,8,202008,Adelaide,Darwin,Adelaide - Darwin,912,1147.45611
,8844,2020,8,202008,Adelaide,Gold Coast,Adelaide - Gold Coast,242,304.4784854
,8845,2020,8,202008,Adelaide,Melbourne,Adelaide - Melbourne,130,163.5628227
,8846,2020,8,202008,Adelaide,Perth,Adelaide - Perth,578,727.2254733
,8847,2020,8,202008,Adelaide,Port Lincoln,Adelaide - Port Lincoln,261.83,329.4281067
,8848,2020,8,202008,Adelaide,Sydney,Adelaide - Sydney,172,216.4061962
,8849,2020,8,202008,Albury,Sydney,Albury - Sydney,297.44,374.2317384
,8850,2020,8,202008,Armidale,Sydney,Armidale - Sydney,281.29,353.9122031
,8851,2020,8,202008,Ballina,Sydney,Ballina - Sydney,173,217.6643718
,8852,2020,8,202008,Brisbane,Cairns,Brisbane - Cairns,250,314.5438898
,8853,2020,8,202008,Brisbane,Canberra,Brisbane - Canberra,430,541.0154905
,8854,2020,8,202008,Brisbane,Darwin,Brisbane - Darwin,538.02,676.9236145
,8855,2020,8,202008,Brisbane,Emerald,Brisbane - Emerald,368,463.0086059
,8856,2020,8,202008,Brisbane,Gladstone,Brisbane - Gladstone,205.21,258.1902065
,8857,2020,8,202008,Brisbane,Hamilton Island,Brisbane - Hamilton Island,474,596.3752151
,8858,2020,8,202008,Brisbane,Hobart,Brisbane - Hobart,277,348.5146299
,8859,2020,8,202008,Brisbane,Mackay,Brisbane - Mackay,216,271.7659208
,8860,2020,8,202008,Brisbane,Melbourne,Brisbane - Melbourne,198,249.1187608
,8861,2020,8,202008,Brisbane,Mount Isa,Brisbane - Mount Isa,738,928.5335628
,8862,2020,8,202008,Brisbane,Perth,Brisbane - Perth,690,868.141136
,8863,2020,8,202008,Brisbane,Proserpine,Brisbane - Proserpine,230,289.3803787
,8864,2020,8,202008,Brisbane,Rockhampton,Brisbane - Rockhampton,278,349.7728055
,8865,2020,8,202008,Brisbane,Sydney,Brisbane - Sydney,158,198.7917384
,8866,2020,8,202008,Brisbane,Townsville,Brisbane - Townsville,212,266.7332186
,8867,2020,8,202008,Brisbane,Newcastle,Brisbane - Newcastle,148,186.2099828
,8868,2020,8,202008,Broome,Perth,Broome - Perth,812,1021.638554
,8869,2020,8,202008,Bundaberg,Brisbane,Bundaberg - Brisbane,222,279.3149742
,8870,2020,8,202008,Cairns,Townsville,Cairns - Townsville,240.06,302.0376248
,8871,2020,8,202008,Canberra,Melbourne,Canberra - Melbourne,378,475.5903614
,8872,2020,8,202008,Canberra,Sydney,Canberra - Sydney,469,590.0843373
,8873,2020,8,202008,Coffs Harbour,Sydney,Coffs Harbour - Sydney,250,314.5438898
,8874,2020,8,202008,Darwin,Melbourne,Darwin - Melbourne,310,390.0344234
,8875,2020,8,202008,Darwin,Perth,Darwin - Perth,598,752.3889845
,8876,2020,8,202008,Dubbo,Sydney,Dubbo - Sydney,308.54,388.1974871
,8877,2020,8,202008,Gold Coast,Sydney,Gold Coast - Sydney,222,279.3149742
,8878,2020,8,202008,Hobart,Melbourne,Hobart - Melbourne,156,196.2753873
,8879,2020,8,202008,Hobart,Sydney,Hobart - Sydney,183,230.2461274
,8880,2020,8,202008,Kalgoorlie,Perth,Kalgoorlie - Perth,413,519.626506
,8881,2020,8,202008,Karratha,Perth,Karratha - Perth,738,928.5335628
,8882,2020,8,202008,Launceston,Melbourne,Launceston - Melbourne,254,319.5765921
,8883,2020,8,202008,Launceston,Sydney,Launceston - Sydney,132,166.0791738
,8884,2020,8,202008,Sunshine Coast,Sydney,Sunshine Coast - Sydney,258,324.6092943
,8885,2020,8,202008,Melbourne,Mildura,Melbourne - Mildura,297.52,374.3323924
,8886,2020,8,202008,Melbourne,Perth,Melbourne - Perth,618,777.5524957
,8887,2020,8,202008,Melbourne,Sydney,Melbourne - Sydney,231,290.6385542
,8888,2020,8,202008,Paraburdoo,Perth,Paraburdoo - Perth,704,885.7555938
,8889,2020,8,202008,Perth,Newman,Perth - Newman,658,827.8795181
,8890,2020,8,202008,Perth,Port Hedland,Perth - Port Hedland,672,845.4939759
,8891,2020,8,202008,Perth,Sydney,Perth - Sydney,674,848.010327
,8892,2020,8,202008,Port Macquarie,Sydney,Port Macquarie - Sydney,322,405.1325301
,8893,2020,8,202008,Sydney,Tamworth,Sydney - Tamworth,294,369.9036145
,8894,2020,8,202008,Sydney,Wagga Wagga,Sydney - Wagga Wagga,301.89,379.8306196
,8895,2020,9,202009,Adelaide,Alice Springs,Adelaide - Alice Springs,468,588.8261618
,8896,2020,9,202009,Adelaide,Brisbane,Adelaide - Brisbane,298,374.9363167
,8897,2020,9,202009,Adelaide,Canberra,Adelaide - Canberra,548,689.4802065
,8898,2020,9,202009,Adelaide,Darwin,Adelaide - Darwin,618,777.5524957
,8899,2020,9,202009,Adelaide,Gold Coast,Adelaide - Gold Coast,257,323.3511188
,8900,2020,9,202009,Adelaide,Melbourne,Adelaide - Melbourne,132,166.0791738
,8901,2020,9,202009,Adelaide,Perth,Adelaide - Perth,578,727.2254733
,8902,2020,9,202009,Adelaide,Port Lincoln,Adelaide - Port Lincoln,260.15,327.3143718
,8903,2020,9,202009,Adelaide,Sydney,Adelaide - Sydney,177,222.697074
,8904,2020,9,202009,Albury,Sydney,Albury - Sydney,295.59,371.9041136
,8905,2020,9,202009,Armidale,Sydney,Armidale - Sydney,280.5,352.9182444
,8906,2020,9,202009,Ballina,Sydney,Ballina - Sydney,186,234.020654
,8907,2020,9,202009,Brisbane,Cairns,Brisbane - Cairns,278,349.7728055
,8908,2020,9,202009,Brisbane,Canberra,Brisbane - Canberra,430,541.0154905
,8909,2020,9,202009,Brisbane,Darwin,Brisbane - Darwin,240,301.9621343
,8910,2020,9,202009,Brisbane,Emerald,Brisbane - Emerald,414,520.8846816
,8911,2020,9,202009,Brisbane,Gladstone,Brisbane - Gladstone,282,354.8055077
,8912,2020,9,202009,Brisbane,Hamilton Island,Brisbane - Hamilton Island,494,621.5387263
,8913,2020,9,202009,Brisbane,Hobart,Brisbane - Hobart,303,381.2271945
,8914,2020,9,202009,Brisbane,Mackay,Brisbane - Mackay,166,208.8571429
,8915,2020,9,202009,Brisbane,Melbourne,Brisbane - Melbourne,227,285.605852
,8916,2020,9,202009,Brisbane,Mount Isa,Brisbane - Mount Isa,738,928.5335628
,8917,2020,9,202009,Brisbane,Perth,Brisbane - Perth,690,868.141136
,8918,2020,9,202009,Brisbane,Proserpine,Brisbane - Proserpine,171,215.1480207
,8919,2020,9,202009,Brisbane,Rockhampton,Brisbane - Rockhampton,278,349.7728055
,8920,2020,9,202009,Brisbane,Sydney,Brisbane - Sydney,171,215.1480207
,8921,2020,9,202009,Brisbane,Townsville,Brisbane - Townsville,193,242.827883
,8922,2020,9,202009,Brisbane,Newcastle,Brisbane - Newcastle,162,203.8244406
,8923,2020,9,202009,Broome,Perth,Broome - Perth,740,931.0499139
,8924,2020,9,202009,Bundaberg,Brisbane,Bundaberg - Brisbane,368,463.0086059
,8925,2020,9,202009,Cairns,Gold Coast,Cairns - Gold Coast,246,309.5111876
,8926,2020,9,202009,Cairns,Melbourne,Cairns - Melbourne,543,683.1893287
,8927,2020,9,202009,Cairns,Sydney,Cairns - Sydney,442,556.1135972
,8928,2020,9,202009,Cairns,Townsville,Cairns - Townsville,238.52,300.1000344
,8929,2020,9,202009,Canberra,Melbourne,Canberra - Melbourne,378,475.5903614
,8930,2020,9,202009,Canberra,Sydney,Canberra - Sydney,384,483.1394148
,8931,2020,9,202009,Coffs Harbour,Sydney,Coffs Harbour - Sydney,250,314.5438898
,8932,2020,9,202009,Darwin,Melbourne,Darwin - Melbourne,433,544.7900172
,8933,2020,9,202009,Darwin,Perth,Darwin - Perth,598,752.3889845
,8934,2020,9,202009,Dubbo,Sydney,Dubbo - Sydney,306.57,385.7188812
,8935,2020,9,202009,Gold Coast,Sydney,Gold Coast - Sydney,244,306.9948365
,8936,2020,9,202009,Hobart,Melbourne,Hobart - Melbourne,141,177.4027539
,8937,2020,9,202009,Hobart,Sydney,Hobart - Sydney,201,252.8932874
,8938,2020,9,202009,Kalgoorlie,Perth,Kalgoorlie - Perth,358,450.4268503
,8939,2020,9,202009,Karratha,Perth,Karratha - Perth,738,928.5335628
,8940,2020,9,202009,Launceston,Melbourne,Launceston - Melbourne,276,347.2564544
,8941,2020,9,202009,Launceston,Sydney,Launceston - Sydney,144,181.1772806
,8942,2020,9,202009,Sunshine Coast,Sydney,Sunshine Coast - Sydney,258,324.6092943
,8943,2020,9,202009,Melbourne,Mildura,Melbourne - Mildura,295.68,372.0173494
,8944,2020,9,202009,Melbourne,Perth,Melbourne - Perth,618,777.5524957
,8945,2020,9,202009,Melbourne,Sydney,Melbourne - Sydney,194,244.0860585
,8946,2020,9,202009,Paraburdoo,Perth,Paraburdoo - Perth,729,917.2099828
,8947,2020,9,202009,Perth,Newman,Perth - Newman,658,827.8795181
,8948,2020,9,202009,Perth,Port Hedland,Perth - Port Hedland,575,723.4509466
,8949,2020,9,202009,Perth,Sydney,Perth - Sydney,674,848.010327
,8950,2020,9,202009,Port Macquarie,Sydney,Port Macquarie - Sydney,356,447.9104991
,8951,2020,9,202009,Sydney,Tamworth,Sydney - Tamworth,294,369.9036145
,8952,2020,9,202009,Sydney,Townsville,Sydney - Townsville,341,429.0378657
,8953,2020,9,202009,Sydney,Wagga Wagga,Sydney - Wagga Wagga,299.99,377.4400861
,8954,2020,10,202010,Adelaide,Alice Springs,Adelaide - Alice Springs,468,583.8020478
,8955,2020,10,202010,Adelaide,Brisbane,Adelaide - Brisbane,368,459.0580205
,8956,2020,10,202010,Adelaide,Canberra,Adelaide - Canberra,556,693.5767918
,8957,2020,10,202010,Adelaide,Darwin,Adelaide - Darwin,414,516.440273
,8958,2020,10,202010,Adelaide,Gold Coast,Adelaide - Gold Coast,315,392.943686
,8959,2020,10,202010,Adelaide,Melbourne,Adelaide - Melbourne,151,188.3634812
,8960,2020,10,202010,Adelaide,Perth,Adelaide - Perth,578,721.0204778
,8961,2020,10,202010,Adelaide,Port Lincoln,Adelaide - Port Lincoln,261.83,326.6172867
,8962,2020,10,202010,Adelaide,Sydney,Adelaide - Sydney,262,326.8293515
,8963,2020,10,202010,Albury,Sydney,Albury - Sydney,297.44,371.0386348
,8964,2020,10,202010,Armidale,Sydney,Armidale - Sydney,282.28,352.1274403
,8965,2020,10,202010,Ayers Rock,Sydney,Ayers Rock - Sydney,278,346.7883959
,8966,2020,10,202010,Ballina,Sydney,Ballina - Sydney,279.12,348.185529
,8967,2020,10,202010,Brisbane,Cairns,Brisbane - Cairns,194,242.003413
,8968,2020,10,202010,Brisbane,Canberra,Brisbane - Canberra,545,679.8549488
,8969,2020,10,202010,Brisbane,Darwin,Brisbane - Darwin,274,341.7986348
,8970,2020,10,202010,Brisbane,Emerald,Brisbane - Emerald,368,459.0580205
,8971,2020,10,202010,Brisbane,Gladstone,Brisbane - Gladstone,252,314.3549488
,8972,2020,10,202010,Brisbane,Hamilton Island,Brisbane - Hamilton Island,607,757.1962457
,8973,2020,10,202010,Brisbane,Hobart,Brisbane - Hobart,303,377.9744027
,8974,2020,10,202010,Brisbane,Mackay,Brisbane - Mackay,160,199.5904437
,8975,2020,10,202010,Brisbane,Melbourne,Brisbane - Melbourne,238,296.890785
,8976,2020,10,202010,Brisbane,Mount Isa,Brisbane - Mount Isa,768,958.0341297
,8977,2020,10,202010,Brisbane,Perth,Brisbane - Perth,738,920.6109215
,8978,2020,10,202010,Brisbane,Proserpine,Brisbane - Proserpine,235,293.1484642
,8979,2020,10,202010,Brisbane,Rockhampton,Brisbane - Rockhampton,278,346.7883959
,8980,2020,10,202010,Brisbane,Sydney,Brisbane - Sydney,165,205.8276451
,8981,2020,10,202010,Brisbane,Townsville,Brisbane - Townsville,205,255.725256
,8982,2020,10,202010,Brisbane,Newcastle,Brisbane - Newcastle,155,193.3532423
,8983,2020,10,202010,Broome,Perth,Broome - Perth,648,808.3412969
,8984,2020,10,202010,Bundaberg,Brisbane,Bundaberg - Brisbane,368,459.0580205
,8985,2020,10,202010,Cairns,Gold Coast,Cairns - Gold Coast,210,261.9624573
,8986,2020,10,202010,Cairns,Melbourne,Cairns - Melbourne,250,311.8600683
,8987,2020,10,202010,Cairns,Sydney,Cairns - Sydney,266,331.8191126
,8988,2020,10,202010,Cairns,Townsville,Cairns - Townsville,240.06,299.4605119
,8989,2020,10,202010,Canberra,Melbourne,Canberra - Melbourne,457,570.0802048
,8990,2020,10,202010,Canberra,Sydney,Canberra - Sydney,424,528.9146758
,8991,2020,10,202010,Coffs Harbour,Sydney,Coffs Harbour - Sydney,250,311.8600683
,8992,2020,10,202010,Darwin,Melbourne,Darwin - Melbourne,300,374.2320819
,8993,2020,10,202010,Darwin,Perth,Darwin - Perth,598,745.9692833
,8994,2020,10,202010,Darwin,Sydney,Darwin - Sydney,314,391.6962457
,8995,2020,10,202010,Dubbo,Sydney,Dubbo - Sydney,308.54,384.8852218
,8996,2020,10,202010,Gold Coast,Sydney,Gold Coast - Sydney,141,175.8890785
,8997,2020,10,202010,Hamilton Island,Sydney,Hamilton Island - Sydney,618,770.9180887
,8998,2020,10,202010,Hobart,Melbourne,Hobart - Melbourne,150,187.116041
,8999,2020,10,202010,Hobart,Sydney,Hobart - Sydney,218,271.9419795
,9000,2020,10,202010,Kalgoorlie,Perth,Kalgoorlie - Perth,358,446.5836177
,9001,2020,10,202010,Karratha,Perth,Karratha - Perth,672,838.2798635
,9002,2020,10,202010,Launceston,Melbourne,Launceston - Melbourne,253,315.6023891
,9003,2020,10,202010,Launceston,Sydney,Launceston - Sydney,155,193.3532423
,9004,2020,10,202010,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,288,359.2627986
,9005,2020,10,202010,Sunshine Coast,Sydney,Sunshine Coast - Sydney,148,184.6211604
,9006,2020,10,202010,Melbourne,Gold Coast,Melbourne - Gold Coast,249,310.612628
,9007,2020,10,202010,Melbourne,Mildura,Melbourne - Mildura,297.52,371.13843
,9008,2020,10,202010,Melbourne,Perth,Melbourne - Perth,618,770.9180887
,9009,2020,10,202010,Melbourne,Sydney,Melbourne - Sydney,186,232.0238908
,9010,2020,10,202010,Melbourne,Townsville,Melbourne - Townsville,260,324.334471
,9011,2020,10,202010,Melbourne,Newcastle,Melbourne - Newcastle,133,165.9095563
,9012,2020,10,202010,Paraburdoo,Perth,Paraburdoo - Perth,704,878.1979522
,9013,2020,10,202010,Perth,Newman,Perth - Newman,658,820.8156997
,9014,2020,10,202010,Perth,Port Hedland,Perth - Port Hedland,575,717.278157
,9015,2020,10,202010,Perth,Sydney,Perth - Sydney,674,840.774744
,9016,2020,10,202010,Port Macquarie,Sydney,Port Macquarie - Sydney,322,401.6757679
,9017,2020,10,202010,Proserpine,Sydney,Proserpine - Sydney,178,222.0443686
,9018,2020,10,202010,Sydney,Tamworth,Sydney - Tamworth,332,414.1501706
,9019,2020,10,202010,Sydney,Townsville,Sydney - Townsville,267,333.0665529
,9020,2020,10,202010,Sydney,Wagga Wagga,Sydney - Wagga Wagga,301.89,376.589744
,9021,2020,10,202010,Newcastle,Gold Coast,Newcastle - Gold Coast,129,160.9197952
,9022,2020,11,202011,Adelaide,Alice Springs,Adelaide - Alice Springs,468,583.8020478
,9023,2020,11,202011,Adelaide,Brisbane,Adelaide - Brisbane,364,454.0682594
,9024,2020,11,202011,Adelaide,Canberra,Adelaide - Canberra,597,744.721843
,9025,2020,11,202011,Adelaide,Darwin,Adelaide - Darwin,588,733.4948805
,9026,2020,11,202011,Adelaide,Gold Coast,Adelaide - Gold Coast,398,496.4812287
,9027,2020,11,202011,Adelaide,Melbourne,Adelaide - Melbourne,165,205.8276451
,9028,2020,11,202011,Adelaide,Perth,Adelaide - Perth,678,845.7645051
,9029,2020,11,202011,Adelaide,Port Lincoln,Adelaide - Port Lincoln,261.83,326.6172867
,9030,2020,11,202011,Adelaide,Sydney,Adelaide - Sydney,216,269.447099
,9031,2020,11,202011,Albury,Sydney,Albury - Sydney,298.56,372.4357679
,9032,2020,11,202011,Armidale,Sydney,Armidale - Sydney,306.75,382.6523038
,9033,2020,11,202011,Ayers Rock,Sydney,Ayers Rock - Sydney,338,421.6348123
,9034,2020,11,202011,Ballina,Sydney,Ballina - Sydney,177,220.7969283
,9035,2020,11,202011,Brisbane,Cairns,Brisbane - Cairns,220,274.4368601
,9036,2020,11,202011,Brisbane,Canberra,Brisbane - Canberra,573,714.7832765
,9037,2020,11,202011,Brisbane,Darwin,Brisbane - Darwin,440,548.8737201
,9038,2020,11,202011,Brisbane,Emerald,Brisbane - Emerald,318.02,396.7109556
,9039,2020,11,202011,Brisbane,Gladstone,Brisbane - Gladstone,218,271.9419795
,9040,2020,11,202011,Brisbane,Hamilton Island,Brisbane - Hamilton Island,360,449.0784983
,9041,2020,11,202011,Brisbane,Hobart,Brisbane - Hobart,541,674.8651877
,9042,2020,11,202011,Brisbane,Mackay,Brisbane - Mackay,227,283.168942
,9043,2020,11,202011,Brisbane,Melbourne,Brisbane - Melbourne,217,270.6945392
,9044,2020,11,202011,Brisbane,Mount Isa,Brisbane - Mount Isa,739,921.8583618
,9045,2020,11,202011,Brisbane,Perth,Brisbane - Perth,738,920.6109215
,9046,2020,11,202011,Brisbane,Proserpine,Brisbane - Proserpine,264,329.3242321
,9047,2020,11,202011,Brisbane,Rockhampton,Brisbane - Rockhampton,278,346.7883959
,9048,2020,11,202011,Brisbane,Sydney,Brisbane - Sydney,171,213.3122867
,9049,2020,11,202011,Brisbane,Townsville,Brisbane - Townsville,258,321.8395904
,9050,2020,11,202011,Brisbane,Newcastle,Brisbane - Newcastle,137,170.8993174
,9051,2020,11,202011,Broome,Perth,Broome - Perth,602,750.9590444
,9052,2020,11,202011,Bundaberg,Brisbane,Bundaberg - Brisbane,336,419.1399317
,9053,2020,11,202011,Cairns,Gold Coast,Cairns - Gold Coast,236,294.3959044
,9054,2020,11,202011,Cairns,Sydney,Cairns - Sydney,277,345.5409556
,9055,2020,11,202011,Cairns,Townsville,Cairns - Townsville,318,396.6860068
,9056,2020,11,202011,Canberra,Melbourne,Canberra - Melbourne,378,471.5324232
,9057,2020,11,202011,Canberra,Sydney,Canberra - Sydney,384,479.0170648
,9058,2020,11,202011,Coffs Harbour,Sydney,Coffs Harbour - Sydney,250,311.8600683
,9059,2020,11,202011,Darwin,Melbourne,Darwin - Melbourne,348,434.109215
,9060,2020,11,202011,Darwin,Perth,Darwin - Perth,598,745.9692833
,9061,2020,11,202011,Darwin,Sydney,Darwin - Sydney,382,476.5221843
,9062,2020,11,202011,Dubbo,Sydney,Dubbo - Sydney,364.15,454.2553754
,9063,2020,11,202011,Gold Coast,Sydney,Gold Coast - Sydney,141,175.8890785
,9064,2020,11,202011,Hobart,Melbourne,Hobart - Melbourne,132,164.662116
,9065,2020,11,202011,Hobart,Sydney,Hobart - Sydney,200,249.4880546
,9066,2020,11,202011,Kalgoorlie,Perth,Kalgoorlie - Perth,358,446.5836177
,9067,2020,11,202011,Karratha,Perth,Karratha - Perth,744,928.0955631
,9068,2020,11,202011,Launceston,Melbourne,Launceston - Melbourne,311,387.9539249
,9069,2020,11,202011,Launceston,Sydney,Launceston - Sydney,208,259.4675768
,9070,2020,11,202011,Sunshine Coast,Sydney,Sunshine Coast - Sydney,153,190.8583618
,9071,2020,11,202011,Melbourne,Mildura,Melbourne - Mildura,297.52,371.13843
,9072,2020,11,202011,Melbourne,Perth,Melbourne - Perth,618,770.9180887
,9073,2020,11,202011,Melbourne,Sydney,Melbourne - Sydney,238,296.890785
,9074,2020,11,202011,Melbourne,Townsville,Melbourne - Townsville,260,324.334471
,9075,2020,11,202011,Melbourne,Newcastle,Melbourne - Newcastle,176,219.5494881
,9076,2020,11,202011,Paraburdoo,Perth,Paraburdoo - Perth,704,878.1979522
,9077,2020,11,202011,Perth,Newman,Perth - Newman,708,883.1877133
,9078,2020,11,202011,Perth,Port Hedland,Perth - Port Hedland,575,717.278157
,9079,2020,11,202011,Perth,Sydney,Perth - Sydney,658,820.8156997
,9080,2020,11,202011,Port Macquarie,Sydney,Port Macquarie - Sydney,332,414.1501706
,9081,2020,11,202011,Proserpine,Sydney,Proserpine - Sydney,228,284.4163823
,9082,2020,11,202011,Sydney,Tamworth,Sydney - Tamworth,294,366.7474403
,9083,2020,11,202011,Sydney,Townsville,Sydney - Townsville,249,310.612628
,9084,2020,11,202011,Sydney,Wagga Wagga,Sydney - Wagga Wagga,378,471.5324232
,9085,2020,11,202011,Newcastle,Gold Coast,Newcastle - Gold Coast,197,245.7457338
,9086,2020,12,202012,Adelaide,Alice Springs,Adelaide - Alice Springs,478,596.2764505
,9087,2020,12,202012,Adelaide,Brisbane,Adelaide - Brisbane,393,490.2440273
,9088,2020,12,202012,Adelaide,Canberra,Adelaide - Canberra,542,676.112628
,9089,2020,12,202012,Adelaide,Darwin,Adelaide - Darwin,448,558.8532423
,9090,2020,12,202012,Adelaide,Gold Coast,Adelaide - Gold Coast,448,558.8532423
,9091,2020,12,202012,Adelaide,Melbourne,Adelaide - Melbourne,127,158.4249147
,9092,2020,12,202012,Adelaide,Perth,Adelaide - Perth,461,575.0699659
,9093,2020,12,202012,Adelaide,Port Lincoln,Adelaide - Port Lincoln,333.86,416.4704096
,9094,2020,12,202012,Adelaide,Sydney,Adelaide - Sydney,238,296.890785
,9095,2020,12,202012,Albury,Sydney,Albury - Sydney,256,319.3447099
,9096,2020,12,202012,Armidale,Sydney,Armidale - Sydney,342,426.6245734
,9097,2020,12,202012,Avalon,Sydney,Avalon - Sydney,206,256.9726962
,9098,2020,12,202012,Ayers Rock,Sydney,Ayers Rock - Sydney,514,641.1843003
,9099,2020,12,202012,Ballina,Sydney,Ballina - Sydney,155,193.3532423
,9100,2020,12,202012,Brisbane,Cairns,Brisbane - Cairns,242,301.8805461
,9101,2020,12,202012,Brisbane,Canberra,Brisbane - Canberra,414,516.440273
,9102,2020,12,202012,Brisbane,Darwin,Brisbane - Darwin,454,566.337884
,9103,2020,12,202012,Brisbane,Emerald,Brisbane - Emerald,318.02,396.7109556
,9104,2020,12,202012,Brisbane,Gladstone,Brisbane - Gladstone,218,271.9419795
,9105,2020,12,202012,Brisbane,Hamilton Island,Brisbane - Hamilton Island,310,386.7064846
,9106,2020,12,202012,Brisbane,Hobart,Brisbane - Hobart,356,444.0887372
,9107,2020,12,202012,Brisbane,Mackay,Brisbane - Mackay,198,246.9931741
,9108,2020,12,202012,Brisbane,Melbourne,Brisbane - Melbourne,249,310.612628
,9109,2020,12,202012,Brisbane,Mount Isa,Brisbane - Mount Isa,738,920.6109215
,9110,2020,12,202012,Brisbane,Perth,Brisbane - Perth,738,920.6109215
,9111,2020,12,202012,Brisbane,Proserpine,Brisbane - Proserpine,208,259.4675768
,9112,2020,12,202012,Brisbane,Rockhampton,Brisbane - Rockhampton,278,346.7883959
,9113,2020,12,202012,Brisbane,Sydney,Brisbane - Sydney,178,222.0443686
,9114,2020,12,202012,Brisbane,Townsville,Brisbane - Townsville,291,363.0051195
,9115,2020,12,202012,Brisbane,Newcastle,Brisbane - Newcastle,127,158.4249147
,9116,2020,12,202012,Broome,Perth,Broome - Perth,602,750.9590444
,9117,2020,12,202012,Bundaberg,Brisbane,Bundaberg - Brisbane,336,419.1399317
,9118,2020,12,202012,Cairns,Gold Coast,Cairns - Gold Coast,316,394.1911263
,9119,2020,12,202012,Cairns,Melbourne,Cairns - Melbourne,424,528.9146758
,9120,2020,12,202012,Cairns,Sydney,Cairns - Sydney,352,439.0989761
,9121,2020,12,202012,Cairns,Townsville,Cairns - Townsville,196.72,245.3964505
,9122,2020,12,202012,Canberra,Melbourne,Canberra - Melbourne,378,471.5324232
,9123,2020,12,202012,Canberra,Sydney,Canberra - Sydney,384,479.0170648
,9124,2020,12,202012,Coffs Harbour,Sydney,Coffs Harbour - Sydney,326,406.665529
,9125,2020,12,202012,Darwin,Melbourne,Darwin - Melbourne,798,995.4573379
,9126,2020,12,202012,Darwin,Perth,Darwin - Perth,1008,1257.419795
,9127,2020,12,202012,Darwin,Sydney,Darwin - Sydney,611,762.1860068
